pop,treatment,log_time,lml_surv
Original,1,5.7268477476,-0.046733606
Original,1,5.730099783,-0.046184429
Original,1,5.7333412769,-0.043987855
Original,1,5.7365722975,-0.040693381
Original,1,5.7397929122,-0.03739934
Original,1,5.7430031878,-0.031361273
Original,1,5.7462031905,-0.026970671
Original,1,5.7493929859,-0.022580582
Original,1,5.7525726388,-0.019837
Original,1,5.7557422136,-0.016544895
Original,1,5.7589017739,-0.012704328
Original,1,5.7620513828,-0.008315333
Original,1,5.7651911028,-0.003926498
Original,1,5.7683209958,-0.001183519
Original,1,5.7714411231,0.0010108559
Original,1,5.7745515455,0.0048510308
Original,1,5.7776523232,0.0103371334
Original,1,5.7807435158,0.0119830176
Original,1,5.7838251823,0.0158235488
Original,1,5.7868973814,0.0174695595
Original,1,5.7899601709,0.0202130189
Original,1,5.7930136084,0.022956632
Original,1,5.7960577508,0.0267979888
Original,1,5.7990926545,0.0278955904
Original,1,5.8021183754,0.0328352389
Original,1,5.8051349689,0.0350308924
Original,1,5.80814249,0.0394227259
Original,1,5.811140993,0.041618928
Original,1,5.8141305318,0.0454627818
Original,1,5.81711116,0.0476595744
Original,1,5.8200829304,0.0515045351
Original,1,5.8230458955,0.0548008355
Original,1,5.8260001074,0.0580977481
Original,1,5.8289456176,0.0624946498
Original,1,5.8318824773,0.0674426595
Original,1,5.8348107371,0.0734925606
Original,1,5.8377304472,0.0745928356
Original,1,5.8406416574,0.0784445461
Original,1,5.843544417,0.0806460632
Original,1,5.8464387751,0.0822974676
Original,1,5.8493247799,0.0839491059
Original,1,5.8522024798,0.0878038665
Original,1,5.8550719222,0.0905580984
Original,1,5.8579331545,0.0933130495
Original,1,5.8607862235,0.0949663751
Original,1,5.8636311756,0.0982738485
Original,1,5.8664680569,0.1032371901
Original,1,5.8692969131,0.1037888354
Original,1,5.8721177895,0.1065475652
Original,1,5.8749307309,0.1082032124
Original,1,5.8777357818,0.1120676165
Original,1,5.8805329864,0.1137243282
Original,1,5.8833223885,0.119249118
Original,1,5.8861040315,0.1209073004
Original,1,5.8888779583,0.1225658363
Original,1,5.8916442118,0.1258839896
Original,1,5.8944028343,0.1297570392
Original,1,5.8971538676,0.1319711396
Original,1,5.8998973536,0.1352935914
