pop,treatment,log_time,lml_surv
Matched,1,5.7071102647,-0.065392642
Matched,1,5.7104270174,-0.062091193
Matched,1,5.7137328055,-0.059340489
Matched,1,5.7170277014,-0.056040217
Matched,1,5.7203117766,-0.053290445
Matched,1,5.723585102,-0.051090911
Matched,1,5.7268477476,-0.047792059
Matched,1,5.730099783,-0.0472423
Matched,1,5.7333412769,-0.045043404
Matched,1,5.7365722975,-0.041745457
Matched,1,5.7397929122,-0.038447953
Matched,1,5.7430031878,-0.032403571
Matched,1,5.7462031905,-0.0280084
Matched,1,5.7493929859,-0.023613763
Matched,1,5.7525726388,-0.020867349
Matched,1,5.7557422136,-0.017571855
Matched,1,5.7589017739,-0.01372735
Matched,1,5.7620513828,-0.009333873
Matched,1,5.7651911028,-0.004940575
Matched,1,5.7683209958,-0.002194817
Matched,1,5.7714411231,1.7758336E-6
Matched,1,5.7745515455,0.0038458202
Matched,1,5.7776523232,0.0093374252
Matched,1,5.7807435158,0.0109849542
Matched,1,5.7838251823,0.0148293131
Matched,1,5.7868973814,0.0164769598
Matched,1,5.7899601709,0.0192231399
Matched,1,5.7930136084,0.0219694665
Matched,1,5.7960577508,0.0258146099
Matched,1,5.7990926545,0.0269132908
Matched,1,5.8021183754,0.031857782
Matched,1,5.8051349689,0.0340555803
Matched,1,5.80814249,0.0384516899
Matched,1,5.811140993,0.0406500233
Matched,1,5.8141305318,0.044497596
Matched,1,5.81711116,0.0466965077
Matched,1,5.8200829304,0.050545166
Matched,1,5.8230458955,0.0538446251
Matched,1,5.8260001074,0.0571446865
Matched,1,5.8289456176,0.0615457715
Matched,1,5.8318824773,0.0664984669
Matched,1,5.8348107371,0.0725540657
Matched,1,5.8377304472,0.0736553733
Matched,1,5.8406416574,0.0775106893
Matched,1,5.843544417,0.079714261
Matched,1,5.8464387751,0.0813672036
Matched,1,5.8493247799,0.0830203778
Matched,1,5.8522024798,0.0868787132
Matched,1,5.8550719222,0.0896354909
Matched,1,5.8579331545,0.0923929814
Matched,1,5.8607862235,0.0940478276
Matched,1,5.8636311756,0.0973583354
Matched,1,5.8664680569,0.1023262118
Matched,1,5.8692969131,0.1028783598
Matched,1,5.8721177895,0.105639599
Matched,1,5.8749307309,0.1072967489
Matched,1,5.8777357818,0.1111646507
Matched,1,5.8805329864,0.1128228578
Matched,1,5.8833223885,0.1183526166
Matched,1,5.8861040315,0.120012285
Matched,1,5.8888779583,0.1216723047
Matched,1,5.8916442118,0.1249934193
Matched,1,5.8944028343,0.1288699129
Matched,1,5.8971538676,0.1310859763
Matched,1,5.8998973536,0.1344113654
Original,0,,
Original,0,0,-7.832807503
Original,0,0.6931471806,-7.427243246
Original,0,1.0986122887,-6.579548626
Original,0,1.3862943611,-6.12716648
Original,0,1.6094379124,-5.885706484
Original,0,1.7917594692,-5.579827939
Original,0,1.9459101491,-5.304794276
Original,0,2.0794415417,-4.996413235
Original,0,2.1972245773,-4.833295998
Original,0,2.302585093,-4.650175769
Original,0,2.3978952728,-4.550585155
Original,0,2.4849066498,-4.495225351
Original,0,2.5649493575,-4.360893151
Original,0,2.6390573296,-4.285168681
Original,0,2.7080502011,-4.187839672
Original,0,2.7725887222,-4.099029407
Original,0,2.8332133441,-3.952214062
Original,0,2.8903717579,-3.900937989
Original,0,2.9444389792,-3.769713626
Original,0,2.9957322736,-3.661300654
Original,0,3.0445224377,-3.599865464
Original,0,3.0910424534,-3.514090158
Original,0,3.1354942159,-3.487015386
Original,0,3.1780538303,-3.416026334
Original,0,3.2188758249,-3.32646318
Original,0,3.258096538,-3.292697953
Original,0,3.295836866,-3.249319997
Original,0,3.3322045102,-3.162738407
Original,0,3.36729583,-3.119652921
Original,0,3.4011973817,-3.060392094
Original,0,3.4339872045,-3.00430039
Original,0,3.4657359028,-2.951048317
Original,0,3.4965075615,-2.915695704
Original,0,3.5263605246,-2.874032934
Original,0,3.5553480615,-2.830375899
Original,0,3.5835189385,-2.768078141
Original,0,3.6109179126,-2.715600405
Original,0,3.6375861597,-2.671701911
Original,0,3.6635616461,-2.632485396
Original,0,3.6888794541,-2.597510353
Original,0,3.7135720667,-2.549823096
Original,0,3.7376696183,-2.504144381
Original,0,3.7612001157,-2.452747831
Original,0,3.7841896339,-2.42303093
Original,0,3.8066624898,-2.391720583
Original,0,3.8286413965,-2.363588592
Original,0,3.8501476017,-2.327160615
Original,0,3.8712010109,-2.298420259
Original,0,3.8918202981,-2.270404286
Original,0,3.9120230054,-2.249322642
Original,0,3.9318256327,-2.236861945
Original,0,3.9512437186,-2.214371276
Original,0,3.9702919136,-2.178512874
Original,0,3.9889840466,-2.159073789
Original,0,4.0073331852,-2.141859921
Original,0,4.0253516907,-2.123035179
Original,0,4.0430512678,-2.100849639
Original,0,4.0604430105,-2.071925086
Original,0,4.0775374439,-2.048950839
Original,0,4.0943445622,-2.024712939
Original,0,4.1108738642,-2.009396566
Original,0,4.127134385,-1.985967507
Original,0,4.1431347264,-1.966255697
Original,0,4.1588830834,-1.946872491
Original,0,4.1743872699,-1.926231201
Original,0,4.189654742,-1.886008325
Original,0,4.2046926194,-1.87089675
Original,0,4.2195077052,-1.844173089
Original,0,4.2341065046,-1.825240014
Original,0,4.248495242,-1.803761306
Original,0,4.262679877,-1.785453193
Original,0,4.276666119,-1.770176711
Original,0,4.2904594411,-1.757820233
Original,0,4.3040650932,-1.742887447
Original,0,4.3174881135,-1.722816455
Original,0,4.3307333403,-1.70830531
Original,0,4.3438054219,-1.695261347
Original,0,4.3567088267,-1.674675551
Original,0,4.3694478525,-1.661982241
Original,0,4.3820266347,-1.648168731
Original,0,4.3944491547,-1.624665817
Original,0,4.4067192473,-1.59799463
Original,0,4.4188406078,-1.58724537
Original,0,4.4308167988,-1.571879097
Original,0,4.4426512565,-1.5613495
Original,0,4.4543472963,-1.546293034
Original,0,4.4659081187,-1.526869105
Original,0,4.4773368145,-1.516704278
Original,0,4.4886363697,-1.504389117
Original,0,4.4998096703,-1.486684047
Original,0,4.5108595065,-1.476830606
Original,0,4.521788577,-1.461650332
Original,0,4.5325994932,-1.449845965
Original,0,4.5432947823,-1.436031446
Original,0,4.5538768916,-1.427601974
Original,0,4.5643481915,-1.410903212
Original,0,4.5747109785,-1.400572616
Original,0,4.5849674787,-1.385225879
Original,0,4.5951198501,-1.369048326
Original,0,4.605170186,-1.357042011
Original,0,4.6151205168,-1.346129484
Original,0,4.6249728133,-1.334324514
Original,0,4.6347289882,-1.324564877
Original,0,4.6443908991,-1.30717166
Original,0,4.6539603502,-1.298557194
Original,0,4.6634390941,-1.284318495
Original,0,4.6728288345,-1.274906883
Original,0,4.6821312271,-1.262766402
Original,0,4.6913478822,-1.252575626
Original,0,4.7004803658,-1.245210482
Original,0,4.7095302013,-1.228778632
Original,0,4.7184988713,-1.210742209
Original,0,4.7273878187,-1.199139932
Original,0,4.7361984484,-1.184108167
Original,0,4.7449321284,-1.178840109
Original,0,4.7535901911,-1.170102466
Original,0,4.7621739348,-1.157957508
Original,0,4.7706846245,-1.148485538
Original,0,4.7791234931,-1.137369792
Original,0,4.7874917428,-1.127183085
Original,0,4.7957905456,-1.11958885
Original,0,4.8040210447,-1.105349205
Original,0,4.8121843554,-1.093723474
Original,0,4.8202815656,-1.080546034
Original,0,4.8283137373,-1.071552674
Original,0,4.836281907,-1.061802003
Original,0,4.8441870865,-1.054529617
Original,0,4.8520302639,-1.047291533
Original,0,4.8598124044,-1.036896162
Original,0,4.8675344505,-1.028154247
Original,0,4.8751973232,-1.015525664
Original,0,4.8828019226,-1.008466577
Original,0,4.8903491282,-0.999103411
Original,0,4.8978398,-0.987476775
Original,0,4.9052747784,-0.978236183
Original,0,4.9126548857,-0.972870362
Original,0,4.9199809258,-0.962952486
Original,0,4.9272536852,-0.957637197
Original,0,4.9344739331,-0.94856555
Original,0,4.9416424226,-0.940293944
Original,0,4.9487598904,-0.932810324
Original,0,4.9558270576,-0.921648154
Original,0,4.9628446303,-0.90688092
Original,0,4.9698132996,-0.895890268
Original,0,4.9767337424,-0.886422535
Original,0,4.9836066217,-0.879175371
Original,0,4.9904325868,-0.869799728
Original,0,4.9972122738,-0.862622303
Original,0,5.0039463059,-0.853335919
Original,0,5.0106352941,-0.844098774
Original,0,5.0172798368,-0.836320553
Original,0,5.0238805208,-0.824366631
Original,0,5.0304379214,-0.814582147
Original,0,5.0369526024,-0.805544081
Original,0,5.0434251169,-0.796550975
Original,0,5.0498560072,-0.789663313
Original,0,5.0562458053,-0.784857324
Original,0,5.062595033,-0.778013329
Original,0,5.0689042022,-0.769833813
Original,0,5.0751738152,-0.763044894
Original,0,5.081404365,-0.756280486
Original,0,5.0875963352,-0.752907374
Original,0,5.0937502008,-0.746179135
Original,0,5.0998664278,-0.734127872
Original,0,5.1059454739,-0.730793695
Original,0,5.1119877884,-0.725470965
Original,0,5.1179938124,-0.718838032
Original,0,5.1239639794,-0.714869082
Original,0,5.1298987149,-0.708271976
Original,0,5.1357984371,-0.701040575
Original,0,5.1416635565,-0.698417504
Original,0,5.1474944768,-0.691221813
Original,0,5.1532915945,-0.681450929
Original,0,5.1590552992,-0.673668068
Original,0,5.1647859739,-0.668495954
Original,0,5.170483995,-0.662692869
Original,0,5.1761497326,-0.654980701
Original,0,5.1817835503,-0.649855103
Original,0,5.1873858058,-0.64155266
Original,0,5.1929568509,-0.635188319
Original,0,5.1984970313,-0.630744592
Original,0,5.2040066871,-0.625677329
Original,0,5.2094861528,-0.621253253
Original,0,5.2149357576,-0.614319361
Original,0,5.2203558251,-0.608662554
Original,0,5.2257466737,-0.603646502
Original,0,5.2311086169,-0.596143719
Original,0,5.2364419628,-0.589288309
Original,0,5.2417470151,-0.584315678
Original,0,5.2470240722,-0.577496113
Original,0,5.252273428,-0.572549223
Original,0,5.257495372,-0.56453318
Original,0,5.2626901889,-0.557158284
Original,0,5.2678581591,-0.549194938
Original,0,5.2729995586,-0.544307722
Original,0,5.2781146592,-0.538212759
Original,0,5.2832037287,-0.531526105
Original,0,5.2882670307,-0.526674647
Original,0,5.2933048247,-0.521228247
Original,0,5.2983173665,-0.515793869
Original,0,5.3033049081,-0.511575349
Original,0,5.3082676974,-0.50856648
Original,0,5.313205979,-0.503159582
Original,0,5.3181199938,-0.497764219
Original,0,5.3230099791,-0.495968302
Original,0,5.3278761688,-0.488797188
Original,0,5.3327187933,-0.483431882
Original,0,5.3375380797,-0.480455924
Original,0,5.342334252,-0.474514108
Original,0,5.3471075307,-0.470955419
Original,0,5.3518581335,-0.463852252
Original,0,5.3565862747,-0.461488695
Original,0,5.3612921657,-0.457947226
Original,0,5.365976015,-0.453821325
Original,0,5.3706380281,-0.450878053
Original,0,5.3752784077,-0.445588063
Original,0,5.3798973535,-0.438550342
Original,0,5.3844950628,-0.432698987
Original,0,5.3890717298,-0.425693187
Original,0,5.3936275464,-0.417541185
Original,0,5.3981627015,-0.414635263
Original,0,5.4026773819,-0.411151934
Original,0,5.4071717715,-0.40188293
Original,0,5.4116460519,-0.396681617
Original,0,5.4161004022,-0.391489147
Original,0,5.4205349993,-0.382854347
Original,0,5.4249500175,-0.375963563
Original,0,5.429345629,-0.373096802
Original,0,5.4337220036,-0.369087627
Original,0,5.4380793089,-0.364511777
Original,0,5.4424177105,-0.359371576
Original,0,5.4467373717,-0.354809197
Original,0,5.4510384536,-0.346839925
Original,0,5.4553211154,-0.340591404
Original,0,5.4595855141,-0.334354133
Original,0,5.463831805,-0.327562417
Original,0,5.4680601411,-0.321347981
Original,0,5.4722706737,-0.313453995
Original,0,5.4764635519,-0.309513304
Original,0,5.4806389233,-0.30501471
Original,0,5.4847969335,-0.29996014
Original,0,5.4889377262,-0.294912182
Original,0,5.4930614433,-0.288751271
Original,0,5.4971682253,-0.284835653
Original,0,5.5012582105,-0.280923832
Original,0,5.5053315359,-0.275341998
Original,0,5.5093883366,-0.269767653
Original,0,5.5134287462,-0.266983241
Original,0,5.5174528965,-0.265313467
Original,0,5.5214609179,-0.258085231
Original,0,5.5254529391,-0.254198039
Original,0,5.5294290875,-0.250314236
Original,0,5.5333894887,-0.244771723
Original,0,5.537334267,-0.240342516
Original,0,5.5412635452,-0.232048979
Original,0,5.5451774445,-0.227079715
Original,0,5.5490760849,-0.223218201
Original,0,5.5529595849,-0.218257771
Original,0,5.5568280617,-0.21385255
Original,0,5.560681631,-0.20780145
Original,0,5.5645204073,-0.203404972
Original,0,5.5683445038,-0.199560972
Original,0,5.5721540322,-0.193525779
Original,0,5.5759491031,-0.190236566
Original,0,5.579729826,-0.183663728
Original,0,5.5834963088,-0.177644994
Original,0,5.5872486584,-0.173271443
Original,0,5.5909869805,-0.169447083
Original,0,5.5947113796,-0.168900933
Original,0,5.598421959,-0.165625002
Original,0,5.6021188209,-0.161805149
Original,0,5.6058020663,-0.157987474
Original,0,5.6094717952,-0.151447814
Original,0,5.6131281064,-0.148724743
Original,0,5.6167710977,-0.144369951
Original,0,5.6204008657,-0.139473853
Original,0,5.6240175062,-0.137298816
Original,0,5.6276211137,-0.133493957
Original,0,5.6312117818,-0.13077731
Original,0,5.6347896032,-0.12697552
Original,0,5.6383546693,-0.124261013
Original,0,5.6419070709,-0.122090028
Original,0,5.6454468976,-0.115580286
Original,0,5.6489742382,-0.112869272
Original,0,5.6524891803,-0.109075166
Original,0,5.6559918108,-0.104199207
Original,0,5.6594822158,-0.100949881
Original,0,5.6629604801,-0.097701569
Original,0,5.6664266881,-0.092289881
Original,0,5.669880923,-0.088503243
Original,0,5.6733232672,-0.083636486
Original,0,5.6767538023,-0.077150413
Original,0,5.680172609,-0.074989095
Original,0,5.6835797673,-0.069587256
Original,0,5.6869753563,-0.064727281
Original,0,5.6903594543,-0.060408549
Original,0,5.6937321388,-0.058249598
Original,0,5.6970934865,-0.054472062
Original,0,5.7004435734,-0.050155801
Original,0,5.7037824747,-0.047458606
Original,0,5.7071102647,-0.044222415
Original,0,5.7104270174,-0.040447429
Original,0,5.7137328055,-0.037751359
Original,0,5.7170277014,-0.034516429
Original,0,5.7203117766,-0.030742791
Original,0,5.723585102,-0.028047601
Original,0,5.7268477476,-0.023196754
Original,0,5.730099783,-0.017807552
Original,0,5.7333412769,-0.015652023
Original,0,5.7365722975,-0.014035425
Original,0,5.7397929122,-0.012957713
Original,0,5.7430031878,-0.007569352
Original,0,5.7462031905,-0.004336451
Original,0,5.7493929859,-0.000564788
Original,0,5.7525726388,0.0026680578
Original,0,5.7557422136,0.0064397489
Original,0,5.7589017739,0.010211532
Original,0,5.7620513828,0.013983461
Original,0,5.7651911028,0.0156000603
Original,0,5.7683209958,0.019911204
Original,0,5.7714411231,0.0226058535
Original,0,5.7745515455,0.0236837587
Original,0,5.7776523232,0.0290737279
Original,0,5.7807435158,0.0317690239
Original,0,5.7838251823,0.0344645544
Original,0,5.7868973814,0.0382387298
Original,0,5.7899601709,0.0414741771
Original,0,5.7930136084,0.0463281905
Original,0,5.7960577508,0.0495648128
Original,0,5.7990926545,0.0528019676
Original,0,5.8021183754,0.0549603842
Original,0,5.8051349689,0.0555000291
Original,0,5.80814249,0.0565793689
Original,0,5.811140993,0.059278018
Original,0,5.8141305318,0.062516986
Original,0,5.81711116,0.0646766718
Original,0,5.8200829304,0.0689969893
Original,0,5.8230458955,0.0727783583
Original,0,5.8260001074,0.0738589452
Original,0,5.8289456176,0.0760203889
Original,0,5.8318824773,0.0819662952
Original,0,5.8348107371,0.0835884207
Original,0,5.8377304472,0.0862924754
Original,0,5.8406416574,0.0889971892
Original,0,5.843544417,0.0938674052
Original,0,5.8464387751,0.0965740816
Original,0,5.8493247799,0.0998230761
Original,0,5.8522024798,0.1014479866
Original,0,5.8550719222,0.1036149734
Original,0,5.8579331545,0.1074084411
Original,0,5.8607862235,0.1095768658
Original,0,5.8636311756,0.1133729268
Original,0,5.8664680569,0.1166280685
Original,0,5.8692969131,0.1204273939
Original,0,5.8721177895,0.1225992627
Original,0,5.8749307309,0.124771747
Original,0,5.8777357818,0.1291186097
Original,0,5.8805329864,0.1329242488
Original,0,5.8833223885,0.1350998205
Original,0,5.8861040315,0.136731948
Original,0,5.8888779583,0.1389087263
Original,0,5.8916442118,0.1421752219
Original,0,5.8944028343,0.1454433485
Original,0,5.8971538676,0.1481680634
Original,0,5.8998973536,0.1508939646
Original,1,,
Original,1,0,-7.814803416
Original,1,0.6931471806,-6.427903096
Original,1,1.0986122887,-6.022033675
Original,1,1.3862943611,-5.867680737
Original,1,1.6094379124,-5.561793142
Original,1,1.7917594692,-5.247426542
Original,1,1.9459101491,-5.03917876
Original,1,2.0794415417,-4.866719467
Original,1,2.1972245773,-4.742597508
Original,1,2.302585093,-4.53248841
Original,1,2.3978952728,-4.391091375
Original,1,2.4849066498,-4.281743423
Original,1,2.5649493575,-4.143520664
Original,1,2.6390573296,-4.08087741
Original,1,2.7080502011,-3.944611805
Original,1,2.7725887222,-3.833920502
Original,1,2.8332133441,-3.742741098
Original,1,2.8903717579,-3.635179436
Original,1,2.9444389792,-3.55221369
Original,1,2.9957322736,-3.475438386
Original,1,3.0445224377,-3.391504216
Original,1,3.0910424534,-3.360952819
Original,1,3.1354942159,-3.291106794
Original,1,3.1780538303,-3.220391033
Original,1,3.2188758249,-3.179146343
Original,1,3.258096538,-3.12978218
Original,1,3.295836866,-3.04640246
Original,1,3.3322045102,-2.998528915
Original,1,3.36729583,-2.952738594
Original,1,3.4011973817,-2.932564412
Original,1,3.4339872045,-2.897194079
Original,1,3.4657359028,-2.862967662
Original,1,3.4965075615,-2.815401016
Original,1,3.5263605246,-2.794144992
Original,1,3.5553480615,-2.773304866
Original,1,3.5835189385,-2.729500729
Original,1,3.6109179126,-2.681090046
Original,1,3.6375861597,-2.656137256
Original,1,3.6635616461,-2.625738859
Original,1,3.6888794541,-2.602022704
Original,1,3.7135720667,-2.56739693
Original,1,3.7376696183,-2.542135381
Original,1,3.7612001157,-2.520163883
Original,1,3.7841896339,-2.493309327
Original,1,3.8066624898,-2.469693226
Original,1,3.8286413965,-2.444038283
Original,1,3.8501476017,-2.406648374
Original,1,3.8712010109,-2.370488769
Original,1,3.8918202981,-2.342391213
Original,1,3.9120230054,-2.319509774
Original,1,3.9318256327,-2.279475749
Original,1,3.9512437186,-2.236618142
Original,1,3.9702919136,-2.215789754
Original,1,3.9889840466,-2.187264261
Original,1,4.0073331852,-2.17128272
Original,1,4.0253516907,-2.159443358
Original,1,4.0430512678,-2.139982446
Original,1,4.0604430105,-2.132290741
Original,1,4.0775374439,-2.098308437
Original,1,4.0943445622,-2.076203973
Original,1,4.1108738642,-2.061701639
Original,1,4.127134385,-2.04205591
Original,1,4.1431347264,-2.015796147
Original,1,4.1588830834,-1.985053432
Original,1,4.1743872699,-1.951824492
Original,1,4.189654742,-1.932332878
Original,1,4.2046926194,-1.909995783
Original,1,4.2195077052,-1.881887223
Original,1,4.2341065046,-1.849918415
Original,1,4.248495242,-1.82171833
Original,1,4.262679877,-1.801357934
Original,1,4.276666119,-1.785599875
Original,1,4.2904594411,-1.757467428
Original,1,4.3040650932,-1.735423887
Original,1,4.3174881135,-1.716458806
Original,1,4.3307333403,-1.703090782
Original,1,4.3438054219,-1.678086951
Original,1,4.3567088267,-1.667709423
Original,1,4.3694478525,-1.644674288
Original,1,4.3820266347,-1.629552159
Original,1,4.3944491547,-1.619571965
Original,1,4.4067192473,-1.607207999
Original,1,4.4188406078,-1.592530762
Original,1,4.4308167988,-1.578023146
Original,1,4.4426512565,-1.556569995
Original,1,4.4543472963,-1.531991761
Original,1,4.4659081187,-1.519304181
Original,1,4.4773368145,-1.502203035
Original,1,4.4886363697,-1.488683992
Original,1,4.4998096703,-1.463161059
Original,1,4.5108595065,-1.4511294
Original,1,4.521788577,-1.432750198
Original,1,4.5325994932,-1.417805203
Original,1,4.5432947823,-1.408286366
Original,1,4.5538768916,-1.391531043
Original,1,4.5643481915,-1.381165147
Original,1,4.5747109785,-1.363725538
Original,1,4.5849674787,-1.350540525
Original,1,4.5951198501,-1.340485167
Original,1,4.605170186,-1.329509804
Original,1,4.6151205168,-1.313702038
Original,1,4.6249728133,-1.306843244
Original,1,4.6347289882,-1.29322765
Original,1,4.6443908991,-1.281663285
Original,1,4.6539603502,-1.268292482
Original,1,4.6634390941,-1.255990757
Original,1,4.6728288345,-1.238203651
Original,1,4.6821312271,-1.22063841
Original,1,4.6913478822,-1.207833463
Original,1,4.7004803658,-1.201473885
Original,1,4.7095302013,-1.193338609
Original,1,4.7184988713,-1.1834577
Original,1,4.7273878187,-1.172755212
Original,1,4.7361984484,-1.165663931
Original,1,4.7449321284,-1.157727389
Original,1,4.7535901911,-1.148959372
Original,1,4.7621739348,-1.137638861
Original,1,4.7706846245,-1.119533647
Original,1,4.7791234931,-1.107585134
Original,1,4.7874917428,-1.096575055
Original,1,4.7957905456,-1.09067985
Original,1,4.8040210447,-1.078958153
Original,1,4.8121843554,-1.068154343
Original,1,4.8202815656,-1.054140838
Original,1,4.8283137373,-1.047590315
Original,1,4.836281907,-1.034572159
Original,1,4.8441870865,-1.02166234
Original,1,4.8520302639,-1.010453116
Original,1,4.8598124044,-1.00090842
Original,1,4.8675344505,-0.994577169
Original,1,4.8751973232,-0.992209451
Original,1,4.8828019226,-0.982773652
Original,1,4.8903491282,-0.974952834
Original,1,4.8978398,-0.964842363
Original,1,4.9052747784,-0.955565456
Original,1,4.9126548857,-0.947107909
Original,1,4.9199809258,-0.941748556
Original,1,4.9272536852,-0.931082075
Original,1,4.9344739331,-0.924261304
Original,1,4.9416424226,-0.913706633
Original,1,4.9487598904,-0.903965267
Original,1,4.9558270576,-0.895766463
Original,1,4.9628446303,-0.884649948
Original,1,4.9698132996,-0.875074
Original,1,4.9767337424,-0.866281884
Original,1,4.9836066217,-0.858261616
Original,1,4.9904325868,-0.851727039
Original,1,4.9972122738,-0.840170046
Original,1,5.0039463059,-0.834419933
Original,1,5.0106352941,-0.822262614
Original,1,5.0172798368,-0.813730635
Original,1,5.0238805208,-0.80735816
Original,1,5.0304379214,-0.801008101
Original,1,5.0369526024,-0.793978442
Original,1,5.0434251169,-0.784880157
Original,1,5.0498560072,-0.773743681
Original,1,5.0562458053,-0.76750869
Original,1,5.062595033,-0.761983913
Original,1,5.0689042022,-0.755100743
Original,1,5.0751738152,-0.744822799
Original,1,5.081404365,-0.739363861
Original,1,5.0875963352,-0.728492408
Original,1,5.0937502008,-0.719704183
Original,1,5.0998664278,-0.713643179
Original,1,5.1059454739,-0.704921321
Original,1,5.1119877884,-0.696904393
Original,1,5.1179938124,-0.688255628
Original,1,5.1239639794,-0.67832229
Original,1,5.1298987149,-0.671068634
Original,1,5.1357984371,-0.663840607
Original,1,5.1416635565,-0.658599745
Original,1,5.1474944768,-0.650111472
Original,1,5.1532915945,-0.642306602
Original,1,5.1590552992,-0.63259091
Original,1,5.1647859739,-0.628717016
Original,1,5.170483995,-0.624850114
Original,1,5.1761497326,-0.619062748
Original,1,5.1817835503,-0.614572132
Original,1,5.1873858058,-0.605618532
Original,1,5.1929568509,-0.599881842
Original,1,5.1984970313,-0.594794998
Original,1,5.2040066871,-0.587819462
Original,1,5.2094861528,-0.577081381
Original,1,5.2149357576,-0.57204565
Original,1,5.2203558251,-0.565766472
Original,1,5.2257466737,-0.562007135
Original,1,5.2311086169,-0.55575503
Original,1,5.2364419628,-0.548274425
Original,1,5.2417470151,-0.539576781
Original,1,5.2470240722,-0.533383458
Original,1,5.252273428,-0.52412306
Original,1,5.257495372,-0.516125598
Original,1,5.2626901889,-0.509991219
Original,1,5.2678581591,-0.506929666
Original,1,5.2729995586,-0.500207318
Original,1,5.2781146592,-0.497157586
Original,1,5.2832037287,-0.494111493
Original,1,5.2882670307,-0.488637614
Original,1,5.2933048247,-0.483781652
Original,1,5.2983173665,-0.481962999
Original,1,5.3033049081,-0.475909921
Original,1,5.3082676974,-0.467458822
Original,1,5.313205979,-0.463845093
Original,1,5.3181199938,-0.456632113
Original,1,5.3230099791,-0.453632338
Original,1,5.3278761688,-0.449438155
Original,1,5.3327187933,-0.441665778
Original,1,5.3375380797,-0.439278624
Original,1,5.342334252,-0.434510376
Original,1,5.3471075307,-0.429750127
Original,1,5.3518581335,-0.423217669
Original,1,5.3565862747,-0.418476032
Original,1,5.3612921657,-0.414924847
Original,1,5.365976015,-0.409606077
Original,1,5.3706380281,-0.407245234
Original,1,5.3752784077,-0.400762486
Original,1,5.3798973535,-0.393706181
Original,1,5.3844950628,-0.389010979
Original,1,5.3890717298,-0.383151942
Original,1,5.3936275464,-0.379641765
Original,1,5.3981627015,-0.37730381
Original,1,5.4026773819,-0.370300199
Original,1,5.4071717715,-0.366804093
Original,1,5.4116460519,-0.362148443
Original,1,5.4161004022,-0.358080147
Original,1,5.4205349993,-0.352856783
Original,1,5.4249500175,-0.347062539
Original,1,5.429345629,-0.343012427
Original,1,5.4337220036,-0.338967072
Original,1,5.4380793089,-0.33319613
Original,1,5.4424177105,-0.329738099
Original,1,5.4467373717,-0.326858971
Original,1,5.4510384536,-0.323407063
Original,1,5.4553211154,-0.319383993
Original,1,5.4595855141,-0.313070935
Original,1,5.463831805,-0.30963197
Original,1,5.4680601411,-0.305623818
Original,1,5.4722706737,-0.302191626
Original,1,5.4764635519,-0.297620138
Original,1,5.4806389233,-0.291343098
Original,1,5.4847969335,-0.28393758
Original,1,5.4889377262,-0.277681955
Original,1,5.4930614433,-0.272570773
Original,1,5.4971682253,-0.270301142
Original,1,5.5012582105,-0.267465817
Original,1,5.5053315359,-0.265198915
Original,1,5.5093883366,-0.259536872
Original,1,5.5134287462,-0.255577806
Original,1,5.5174528965,-0.248799023
Original,1,5.5214609179,-0.246541688
Original,1,5.5254529391,-0.244849417
Original,1,5.5294290875,-0.242030346
Original,1,5.5333894887,-0.236397306
Original,1,5.537334267,-0.231895686
Original,1,5.5412635452,-0.227398256
Original,1,5.5451774445,-0.223466379
Original,1,5.5490760849,-0.221220985
Original,1,5.5529595849,-0.217293945
Original,1,5.5568280617,-0.214490763
Original,1,5.560681631,-0.209448842
Original,1,5.5645204073,-0.206649855
Original,1,5.5683445038,-0.202733726
Original,1,5.5721540322,-0.200497204
Original,1,5.5759491031,-0.197144121
Original,1,5.579729826,-0.192676465
Original,1,5.5834963088,-0.188212305
Original,1,5.5872486584,-0.185981511
Original,1,5.5909869805,-0.183751561
Original,1,5.5947113796,-0.17873721
Original,1,5.598421959,-0.17372697
Original,1,5.6021188209,-0.17038904
Original,1,5.6058020663,-0.167052854
Original,1,5.6094717952,-0.163162797
Original,1,5.6131281064,-0.162051773
Original,1,5.6167710977,-0.160940934
Original,1,5.6204008657,-0.158719804
Original,1,5.6240175062,-0.153170124
Original,1,5.6276211137,-0.149287957
Original,1,5.6312117818,-0.14540788
Original,1,5.6347896032,-0.140422194
Original,1,5.6383546693,-0.136546694
Original,1,5.6419070709,-0.131013575
Original,1,5.6454468976,-0.126589793
Original,1,5.6489742382,-0.122168336
Original,1,5.6524891803,-0.118853723
Original,1,5.6559918108,-0.112228155
Original,1,5.6594822158,-0.107262049
Original,1,5.6629604801,-0.102849841
Original,1,5.6664266881,-0.096235071
Original,1,5.669880923,-0.092378325
Original,1,5.6733232672,-0.088522891
Original,1,5.6767538023,-0.086320354
Original,1,5.680172609,-0.083017298
Original,1,5.6835797673,-0.081366098
Original,1,5.6869753563,-0.080815746
Original,1,5.6903594543,-0.079164829
Original,1,5.6937321388,-0.07751412
Original,1,5.6970934865,-0.072563194
Original,1,5.7004435734,-0.069813427
Original,1,5.7037824747,-0.067613983
Original,1,5.7071102647,-0.064315405
Original,1,5.7104270174,-0.061017505
Original,1,5.7137328055,-0.058269748
Original,1,5.7170277014,-0.054973002
Original,1,5.7203117766,-0.05222616
Original,1,5.723585102,-0.050028963
